station_no,name_tw,district_tw,address_tw,lat,lng
"""501316027""","""海尾海佃""","""安南區""","""海佃路二段335號""","""23.03856""","""120.18768"""
"""501316028""","""土城高中""","""安南區""","""安中路五段265號""","""23.05776""","""120.15012"""
"""501316030""","""大道公園""","""安南區""","""海環街186號""","""23.03737""","""120.18331"""
"""501316031""","""安富公園""","""安南區""","""海佃路一段158巷174號北側""","""23.02525""","""120.19753"""
"""501316032""","""北安橋(府安)""","""安南區""","""北安路二段32巷2號西側""","""23.02529""","""120.20540"""
"""501316033""","""吉祥公園""","""安南區""","""海佃路四段490巷27號東側""","""23.06466""","""120.17400"""
"""501316034""","""神榕公園""","""安南區""","""公學路四段54巷41號北側""","""23.06927""","""120.17810"""
"""501316035""","""本淵寮公有市場""","""安南區""","""本原街三段26號南側""","""23.05312""","""120.17768"""
"""501316036""","""溪心公園""","""安南區""","""功安四街43號對側""","""23.05033""","""120.18278"""
"""501316037""","""安東公園""","""安南區""","""安和路一段478巷2弄120號""","""23.03414""","""120.21322"""
"""501316038""","""樂成公園""","""安南區""","""安通路四段47巷28號對側""","""23.03009""","""120.21097"""
"""501316040""","""吉安公園""","""安南區""","""義吉街/義吉街86巷口""","""23.03141""","""120.19523"""
"""501316041""","""安通公園""","""安南區""","""海前路2號(東側)""","""23.02968""","""120.18895"""
"""501317001""","""西港中央公園""","""西港區""","""新興街8-77號(西南側)""","""23.11678""","""120.20220"""
"""501317002""","""西港區公所""","""西港區""","""文化路1號""","""23.12304""","""120.20315"""
"""501318001""","""進學路停車場""","""佳里區""","""進學路256號南側""","""23.16405""","""120.17571"""
"""501318002""","""佳里國小(文化路)""","""佳里區""","""文化路349-1號北側""","""23.16319""","""120.17271"""
"""501318003""","""佳里公園""","""佳里區""","""佳里區六安里269號北側""","""23.16832""","""120.17803"""
"""501318004""","""蕭壠文化園區""","""佳里區""","""佳里區六安里130號""","""23.17286""","""120.17937"""
"""501318005""","""北門農工""","""佳里區""","""佳里區六安里117號""","""23.17496""","""120.18033"""
"""501318006""","""佳里國中""","""佳里區""","""新生路508號對側""","""23.15867""","""120.17062"""
"""501318007""","""佳里區公所""","""佳里區""","""忠孝路7號對側""","""23.16551""","""120.17647"""
"""501318008""","""佳里區仁愛國小""","""佳里區""","""仁愛路307號""","""23.15393""","""120.17849"""
"""501319001""","""葫蘆埤自然公園""","""官田區""","""中山路二段207號""","""23.19837""","""120.29699"""
"""501319002""","""官田體育公園""","""官田區""","""中山路一段127號南側""","""23.19143""","""120.31542"""
"""501319003""","""隆田車站""","""官田區""","""中山路一段1號""","""23.19249""","""120.31913"""
"""501319005""","""隆田車站(東側)""","""官田區""","""中山路一段1號東側""","""23.19287""","""120.31995"""
"""501319006""","""工社站""","""官田區""","""工社西街21巷198號""","""23.22062""","""120.33069"""
"""501319007""","""二鎮森林公園""","""官田區""","""工社南街8號""","""23.21733""","""120.32439"""
"""501320001""","""東山運動公園""","""東山區""","""中興南路26號東側""","""23.31878""","""120.40338"""
"""501320002""","""新東路外停車場""","""東山區""","""新東路一段42號西側""","""23.32247""","""120.40173"""
"""501320003""","""東山區公所""","""東山區""","""東山區東山里225號""","""23.32624""","""120.40506"""
"""501321001""","""陽光公園(生產路)""","""東區""","""生產路257號南側""","""22.96475""","""120.22765"""
"""501321002""","""平實公園""","""東區""","""小東路513號南側""","""22.99833""","""120.23606"""
"""501321003""","""成大公園""","""東區""","""育樂街88號旁""","""22.99653""","""120.21491"""
"""501321004""","""勝利大學路口""","""東區""","""勝利路/大學路口(東南側)""","""22.99614""","""120.21822"""
"""501321005""","""馬雅各青年公園""","""東區""","""青年路360號(對側人行道)""","""22.99139""","""120.21502"""
"""501321006""","""東寧運動公園""","""東區""","""東寧路220號北側""","""22.99114""","""120.22462"""
"""501321007""","""衛生局(林森辦公室)""","""東區""","""林森路一段418號旁""","""22.98537""","""120.22246"""
"""501321008""","""時代公園""","""東區""","""東寧路520號北側""","""22.98929""","""120.23116"""
"""501321009""","""虎尾寮市場""","""東區""","""裕平路/裕和二街(西北側)""","""22.98509""","""120.2409"""
"""501321010""","""裕文圖書館""","""東區""","""裕文路301號(對側人行道)""","""22.98218""","""120.24588"""
"""501321011""","""德光公園""","""東區""","""崇德路111號""","""22.97976""","""120.21934"""
"""501321012""","""和平公園""","""東區""","""文化路100號前""","""22.97705""","""120.23231"""
"""501321013""","""巴克禮公園""","""東區""","""中華東路三段357巷/中華東路三段口(西南側)""","""22.9738""","""120.2224"""
"""501321014""","""崇明路停E6""","""東區""","""崇明路/崇明二十街(西南側)""","""22.96897""","""120.22558"""
"""501321015""","""臺南監理站""","""東區""","""崇德路1號前""","""22.98139""","""120.21782"""
"""501321016""","""車鑑會""","""東區""","""府連東路/林森路一段口(西北側)""","""22.98372""","""120.21946"""
"""501321017""","""大學路停車場""","""東區""","""大學路西段/育樂街66巷口""","""22.99657""","""120.21580"""
"""501321018""","""臺南一中""","""東區""","""勝利路/東寧路口(東北側)""","""22.99271""","""120.21789"""
"""501321019""","""忠孝國中(崇仁龍山)""","""東區""","""崇仁街72號前""","""22.98396""","""120.22339"""
"""501321020""","""文化公園""","""東區""","""文化二街/文化一街(東北側)""","""22.97790""","""120.23104"""
"""501321023""","""東興公園(東安路251巷)""","""東區""","""東安路251巷60號(對側人行道)""","""22.99684""","""120.22565"""
"""501321024""","""東興公園(林森路)""","""東區""","""林森路二段/東和路口(東南側)""","""22.99765""","""120.22444"""
"""501321025""","""臺南車站(前站一)""","""東區""","""北門路二段12號旁""","""22.99797""","""120.21238"""
"""501321026""","""生產崇聖""","""東區""","""生產路68號""","""22.96469""","""120.21999"""
"""501321027""","""大智公園""","""東區""","""德東街101號南側""","""22.96167""","""120.23038"""
"""501321028""","""竹篙厝公園""","""東區""","""仁和路366號東側""","""22.96447""","""120.23705"""
"""501321029""","""富農公園""","""東區""","""富農街一段188巷10弄32號東側""","""22.98132""","""120.23520"""
"""501321030""","""關聖公園""","""東區""","""裕文一街153號東側""","""22.98652""","""120.24639"""
"""501321031""","""榮譽街停車場(崇明路308巷口)""","""東區""","""崇明路304號西南側""","""22.97737""","""120.21982"""
"""501321032""","""忠孝公園(榮譽街127巷口)""","""東區""","""榮譽街160號北側""","""22.97585""","""120.21945"""
"""501321033""","""東門城圓環(慶東街)""","""東區""","""東門路一段187號""","""22.98763""","""120.21558"""
"""501321034""","""南聖公園""","""東區""","""裕和路305號東側""","""22.98800""","""120.24523"""
"""501321035""","""小東前鋒""","""東區""","""小東路15號南側""","""23.00113""","""120.21495"""
"""501321036""","""城垣小東門段殘蹟""","""東區""","""勝利路(城垣小東門段殘蹟)""","""22.99954""","""120.21851"""
"""501321038""","""大學長榮""","""東區""","""長榮路三段139號東北側""","""22.99602""","""120.22216"""
"""501321039""","""林森大學""","""東區""","""林森路二段260號東側""","""22.99566""","""120.22389"""
"""501321040""","""裕華公園""","""東區""","""裕華三街37號西側""","""22.97863""","""120.24670"""
"""501321041""","""立德一路5巷""","""東區""","""立德八路26號南側""","""22.97641""","""120.21456"""
"""501321042""","""巴克禮紀念公園(崇興路)""","""東區""","""崇興路/巴克禮路口(東北側)""","""22.96862""","""120.22232"""
"""501321043""","""崇明E6停車場(崇興路)""","""東區""","""崇興路/崇明路口(西北側)""","""22.96863""","""120.22439"""
"""501321044""","""崇善公園""","""東區""","""崇善四街5號南側""","""22.97465""","""120.22966"""
"""501321045""","""府東街41巷""","""東區""","""府東街41巷23號""","""22.98480""","""120.21966"""
"""501321046""","""勝利國小(長榮路)""","""東區""","""長榮路二段88號西側""","""22.98869""","""120.21947"""
"""501321048""","""慈幼工商""","""東區""","""裕農路801號""","""22.98914""","""120.23918"""
"""501321050""","""臺南文化創意產業園區""","""東區""","""北門路二段16號""","""22.99948""","""120.21273"""
"""501321052""","""臺南車站(前鋒路)""","""東區""","""前鋒路201號東側""","""22.99716""","""120.21366"""
"""501321053""","""東光路地下停車場""","""東區""","""東光路一段51號東側""","""22.99215""","""120.23123"""
"""501321056""","""德高國小""","""東區""","""崇善路1155號""","""22.96209""","""120.23633"""
"""501321057""","""長榮高中""","""東區""","""林森路二段79號""","""22.98739""","""120.22292"""
"""501321058""","""文良公園""","""東區""","""文化六街60號對側""","""22.97483""","""120.23239"""
"""501321059""","""平實後甲路口""","""東區""","""平實路101號（對側公園）""","""22.99246""","""120.23623"""
"""501321060""","""文聖公園""","""東區""","""裕忠路255號""","""22.98301""","""120.24189"""
"""501321061""","""長榮女中""","""東區""","""長榮路二段135號""","""22.99109""","""120.22115"""
"""501323001""","""水萍塭公園(夏林路)""","""南區""","""夏林路1-7號(對側人行道)""","""22.98615""","""120.19475"""
"""501323002""","""臺南高商""","""南區""","""南門路/健康路一段口(西南側)""","""22.98066""","""120.20353"""
"""501323003""","""忠烈祠""","""南區""","""健康路一段48號(對側人行道)""","""22.98117""","""120.21054"""
"""501323004""","""日新國小""","""南區""","""金華路一段476號(對側人行道)""","""22.97271""","""120.19054"""
"""501323005""","""鹽埕圖書館""","""南區""","""新和東路51號(對側人行道)""","""22.96742""","""120.18786"""
"""501323006""","""南區區公所(公兒26公園)""","""南區""","""中華南路二段251號旁""","""22.96154""","""120.18743"""
"""501323007""","""新興國小""","""南區""","""夏林路248號(對側人行道)""","""22.97860""","""120.19530"""
"""501323008""","""黃金海岸""","""南區""","""黃金海岸遊客中心(南側廣場)""","""22.93058""","""120.17631"""
"""501323009""","""萬年公園""","""南區""","""灣裡路與灣裡路61巷(萬年公園侯車亭旁)""","""22.93306""","""120.18056"""
"""501323010""","""水萍塭公園(金華路)""","""南區""","""金華路二段381號東側""","""22.98633""","""120.19201"""
"""501323012""","""瀨口公園""","""南區""","""中華西路一段438號(對側人行道)""","""22.98540""","""120.18636"""
"""501323013""","""健康綠洲公園""","""南區""","""仁南街/仁南一街口""","""22.98286""","""120.18433"""
"""501323014""","""興昌水交社""","""南區""","""興昌路/水交社路口(北側)""","""22.97682""","""120.20046"""
"""501323015""","""水交社文創園區""","""南區""","""水交社一街/興中街63巷口(西南側)""","""22.97818""","""120.20157"""
"""501323016""","""西門健康停車場""","""南區""","""西門路一段469號""","""22.98155""","""120.19737"""
"""501323017""","""文華公園""","""南區""","""永華路一段275號""","""22.98852""","""120.18956"""
"""501323018""","""亞洲餐旅""","""南區""","""大成路一段5號""","""22.97497""","""120.20288"""
"""501323019""","""南寧高中""","""南區""","""萬年路165號前""","""22.93491""","""120.18588"""
"""501323020""","""明和公園""","""南區""","""新興路/新建路口""","""22.97394""","""120.18501"""
"""501323022""","""新都永成""","""南區""","""新都路396號""","""22.96724""","""120.19456"""
"""501323023""","""新生公園(大林路)""","""南區""","""大林路77號北側""","""22.97592""","""120.21202"""
"""501323024""","""喜樹喜明""","""南區""","""喜樹路220號旁""","""22.94140""","""120.17836"""
"""501323025""","""郡南二號公園""","""南區""","""新都路/新都路329巷口""","""22.96732""","""120.19681"""
"""501323026""","""大成國中""","""南區""","""新興東路/西門路一段口""","""22.97955""","""120.19809"""
"""501323027""","""永成路3段公兒S45公園""","""南區""","""永成路三段622號旁""","""22.97224""","""120.19543"""
"""501323028""","""開南公園""","""南區""","""新建路/新建路53巷口""","""22.96601""","""120.18523"""
"""501323030""","""新興國中""","""南區""","""中華西路一段89號對側""","""22.97770""","""120.18473"""
"""501323031""","""金華路二段147巷37弄口""","""南區""","""慶南街201號""","""22.98022""","""120.18963"""
"""501323032""","""疾病管制署南區管制中心""","""南區""","""大同路二段752號""","""22.96549""","""120.21606"""
"""501323036""","""台南市極限運動場""","""南區""","""體育路10號""","""22.97835""","""120.20729"""
"""501323037""","""中華西路一段70巷""","""南區""","""中華西路一段70巷/中華西路一段口""","""22.97168""","""120.18422"""
"""501324002""","""後壁車站""","""後壁區""","""後壁區後壁里後壁77號""","""23.36593""","""120.36048"""
"""501324003""","""後壁區公所""","""後壁區""","""後壁區後壁里後壁129號""","""23.36585""","""120.36221"""
"""501324004""","""後壁國小(展演中心)""","""後壁區""","""後壁區後壁里後壁195號""","""23.36703""","""120.36656"""
"""501324005""","""無米樂旅遊服務中心""","""後壁區""","""後壁區菁寮里菁寮75號""","""23.37871""","""120.33528"""
"""501325001""","""柳營區公所""","""柳營區""","""柳營路二段59號""","""23.27843""","""120.31192"""
"""501325003""","""柳營車站""","""柳營區""","""建國路1號""","""23.27758""","""120.32245"""
"""501327001""","""麻豆轉運站(北側)""","""麻豆區""","""麻佳路一段80號""","""23.18567""","""120.23921"""
"""501327002""","""麻豆區衛生所""","""麻豆區""","""興國路11-1號南側""","""23.18229""","""120.24820"""
"""501327003""","""麻豆國中(活動中心)""","""麻豆區""","""麻豆區南勢里36號""","""23.18357""","""120.26091"""
"""501327004""","""總爺藝文中心紅樓(西側)""","""麻豆區""","""麻豆區南勢里總爺5號""","""23.18460""","""120.26783"""
"""501327005""","""曾文農工""","""麻豆區""","""麻豆區南勢里南勢1號(忠孝路)""","""23.18734""","""120.26373"""
"""501327006""","""麻豆新樓醫院""","""麻豆區""","""麻佳路一段207號""","""23.18076""","""120.23282"""
"""501327009""","""曾文家商""","""麻豆區""","""和平路9號""","""23.17904""","""120.24511"""
"""501328001""","""南科台積電(十四A)""","""善化區""","""南科北路/南科八路口(西北側)""","""23.1145""","""120.27483"""
"""501328002""","""霞客湖""","""善化區""","""南科七路/三抱竹路口(東南側)""","""23.10799""","""120.26996"""
"""501328003""","""南科健康生活館""","""善化區""","""環東路二段20號前""","""23.11406""","""120.28186"""
"""501328004""","""善化車站""","""善化區""","""中山路20號前""","""23.13364""","""120.30599"""
"""501328005""","""善化高中""","""善化區""","""大成路160號對側""","""23.13015""","""120.30167"""
"""501328006""","""南科車站""","""善化區""","""臺鐵南科站(西出口西拉雅大橋下)""","""23.10788""","""120.30206"""
"""501328007""","""善化區公所(公園路)""","""善化區""","""建國路190號西北側""","""23.13305""","""120.29624"""
"""501328008""","""凱比吉公園""","""善化區""","""光復一街66號南側""","""23.1281""","""120.29298"""
"""501328010""","""南科車站(東側)""","""善化區""","""西拉雅大道412號西側""","""23.10779""","""120.30222"""
"""501328011""","""LM陽光電城停車場""","""善化區""","""龍目井路409號北側""","""23.10948""","""120.30605"""
"""501328012""","""LM蓮潭公園(北側)""","""善化區""","""蓮潭路282號東南側""","""23.11342""","""120.30522"""
"""501328013""","""蓮潭國中小""","""善化區""","""蓮潭北一街57號北側""","""23.11518""","""120.30942"""
"""501328014""","""LM兒北公園""","""善化區""","""陽光北一路/蓮潭北二街口""","""23.11666""","""120.30525"""
"""501328016""","""大成國小""","""善化區""","""大成路385號""","""23.12919""","""120.29545"""
"""501328018""","""善糖文化園區(南122)""","""善化區""","""善化區溪美里310號(南122)""","""23.15327""","""120.28990"""
"""501329001""","""新化武德殿""","""新化區""","""和平街53號前""","""23.03355""","""120.30926"""
"""501329003""","""新化體育公園""","""新化區""","""公園路110號""","""23.02954""","""120.30652"""
"""501329004""","""新化國中""","""新化區""","""民生路43號東側""","""23.03562""","""120.31153"""
"""501329005""","""楊逵文學紀念館""","""新化區""","""中正路488號""","""23.03781""","""120.30746"""
"""501329006""","""大智路豐榮洋子(活動中心)""","""新化區""","""新化區豐榮里洋子164號""","""23.03371""","""120.29797"""
"""501329007""","""新化果菜市場(觀光入口)""","""新化區""","""護東路335號""","""23.03514""","""120.32955"""
"""501329010""","""新化高工""","""新化區""","""信義路54號""","""23.03822""","""120.31878"""
"""501329011""","""虎頭埤停車場""","""新化區""","""中興路104巷96號西側""","""23.02736""","""120.33519"""
"""501330001""","""南科管理局""","""新市區""","""南科三路17號前""","""23.09865""","""120.28203"""
"""501330002""","""新市車站""","""新市區""","""中華路1號(東北側)""","""23.06834369""","""120.2902169"""
"""501330003""","""臺灣史前博物館(南科考古館)""","""新市區""","""南科三路10號(北側停車場前)""","""23.10189""","""120.28391"""
"""501330004""","""南科社區中心""","""新市區""","""大順三路125號前""","""23.10225""","""120.28843"""
"""501330005""","""新市區公所""","""新市區""","""中興街12號""","""23.07883""","""120.29502"""
"""501330006""","""民生富中""","""新市區""","""民生路112號""","""23.08009""","""120.28816"""
"""501330007""","""新市區公所游泳池""","""新市區""","""民族路76號""","""23.08314""","""120.30046"""
"""501330008""","""南科實驗高中-國中部""","""新市區""","""西拉雅大道888巷1號""","""23.10512""","""120.29135"""
"""501330010""","""國立成功大學台達大樓""","""新市區""","""西拉雅大道861號""","""23.10427""","""120.29008"""
"""501331001""","""新營美術園區""","""新營區""","""公園路一段/中華路口""","""23.30503""","""120.30632"""
"""501331002""","""新營高中""","""新營區""","""民權路101號(南側)""","""23.3079""","""120.31223"""
"""501331004""","""新營車站""","""新營區""","""中山路1號(東南側)""","""23.30647""","""120.32277"""
"""501331005""","""天鵝湖公園""","""新營區""","""中正路556-1號(停車場入口旁)""","""23.33157""","""120.31718"""
"""501331006""","""臺南市政府(民治中心)""","""新營區""","""民治路36號前""","""23.3110517""","""120.3146244"""
"""501331007""","""新營轉運站""","""新營區""","""新運二路/新運五路(東北側)""","""23.31069""","""120.28218"""
"""501331008""","""南新國中""","""新營區""","""民治路150號(對側人行道)""","""23.30933""","""120.30762"""
"""501331009""","""新營高工""","""新營區""","""中正路39-3號(對側人行道)""","""23.31392""","""120.31668"""
"""501331010""","""衛生局(東興辦公室)""","""新營區""","""東興路163號""","""23.31511""","""120.32299"""
"""501331011""","""長榮復興(客運站)""","""新營區""","""長榮路三段75號旁""","""23.30565""","""120.29342"""
"""501331012""","""新營體育場第二停車場""","""新營區""","""長榮路二段/健康路口""","""23.31984""","""120.31187"""
"""501331014""","""長勝營區(建業路)""","""新營區""","""新長勝三街33號""","""23.29854""","""120.30475"""
"""501331015""","""同濟街停車場""","""新營區""","""同濟街107號東側""","""23.30899""","""120.32021"""
"""501331016""","""新營國小""","""新營區""","""中正路4號""","""23.30676""","""120.31617"""
"""501331017""","""新營交通台""","""新營區""","""中山路300號""","""23.30258""","""120.31371"""
"""501331018""","""新南公園(隋唐街)""","""新營區""","""隋唐街200號""","""23.30807""","""120.30114"""
"""501331019""","""南梓實驗小學附幼(太子路)""","""新營區""","""太子路141號(對側)""","""23.30200""","""120.29562"""
"""501331020""","""新環保公園(東學路)""","""新營區""","""東學路96號(對側人行道)""","""23.31541""","""120.32459"""
"""501331021""","""新東環保公園(東泰路)""","""新營區""","""東泰路17號""","""23.31767""","""120.32662"""
"""501331022""","""民族路公有停車場""","""新營區""","""民族路291號""","""23.31844""","""120.31932"""
"""501331023""","""新營高中(民治路)""","""新營區""","""民治路80-4號南側""","""23.31021""","""120.31074"""
"""501331025""","""長春街134巷""","""新營區""","""忠義街28號""","""23.30216""","""120.31077"""
"""501331026""","""育德工家""","""新營區""","""健康路211號""","""23.31582""","""120.31185"""
"""501331029""","""新營體育場第三停車場""","""新營區""","""長榮路二段/三興街口""","""23.31967""","""120.30895"""
"""501331030""","""府西路137巷""","""新營區""","""府西路135號對側""","""23.31509""","""120.31373"""
"""501331031""","""臺南市政府民治停車場""","""新營區""","""中正路35巷45號對側""","""23.31273""","""120.31436"""
"""501331032""","""南光高中""","""新營區""","""中興路62號""","""23.29815""","""120.31505"""
"""501331035""","""隋唐綠廊(長榮路東側)""","""新營區""","""隋唐街390號對側""","""23.30855""","""120.29552"""
"""501331036""","""民治綠川路口""","""新營區""","""綠川路3號(北側橋下)""","""23.31116""","""120.32483"""
"""501331037""","""南瀛綠都心公園(中正路)""","""新營區""","""中正路12號對側""","""23.30936""","""120.31606"""
"""501331038""","""新進路二段445巷25弄口""","""新營區""","""公園路二段66號對側""","""23.30174""","""120.30120"""
"""501331039""","""南梓實驗小學""","""新營區""","""建業路191號""","""23.29833""","""120.29886"""
"""501332001""","""楠西圖書館""","""楠西區""","""中正路309號""","""23.17269""","""120.48714"""
"""501333001""","""華宗紀念公園""","""學甲區""","""自強路23號對側""","""23.22870""","""120.18180"""
"""501333002""","""學甲區公所停車場""","""學甲區""","""民權路44號(對側)""","""23.23108""","""120.18135"""
"""501335001""","""大臺南會展中心""","""歸仁區""","""歸仁十二路3號北側""","""22.92226""","""120.28535"""
"""501335002""","""陽明交通大學(臺南校區)""","""歸仁區""","""高發三路(北向人行道)""","""22.9247914""","""120.2945475"""
"""501335003""","""歸仁區公所(中正北路)""","""歸仁區""","""中正北路一段11號旁""","""22.9672983""","""120.2946344"""
"""501335004""","""新豐高中""","""歸仁區""","""中正北路一段(校門口對側人行道)""","""22.97236""","""120.29538"""
"""501335005""","""沙崙車站""","""歸仁區""","""歸仁大道/歸仁十二路口(台鐵橋下)""","""22.92332""","""120.28666"""
"""501335006""","""高鐵台南站""","""歸仁區""","""歸仁大道/歸仁十路(西南側)""","""22.92629""","""120.28519"""
"""501335007""","""歸仁文化中心(公園路)""","""歸仁區""","""公園路68號南側""","""22.96443""","""120.29823"""
"""501335008""","""歸仁十五高發二""","""歸仁區""","""高發二路360號""","""22.92215""","""120.29143"""
"""501335009""","""保西國小""","""歸仁區""","""中正北路三段60號""","""22.99182""","""120.29319"""
"""501335010""","""歸仁中山十街口""","""歸仁區""","""中山路三段455號""","""22.96872""","""120.27559"""
"""501335011""","""大廟五街""","""歸仁區""","""大廟五街12號西側""","""22.99735""","""120.27733"""
"""501335012""","""歸南國小""","""歸仁區""","""民權南路171號""","""22.96384""","""120.28782"""
"""501335013""","""臺鐵長榮大學站""","""歸仁區""","""長大路17號(西南側)""","""22.90757""","""120.27302"""
"""501335014""","""國科會-研發大樓""","""歸仁區""","""歸仁十三路一段6號""","""22.92345""","""120.28877"""
"""501335015""","""長榮大學第三宿舍""","""歸仁區""","""臺南市歸仁區長大路1號""","""22.90555""","""120.27456"""
"""501336001""","""關廟轉運站""","""關廟區""","""中正路560號""","""22.96353""","""120.33732"""
"""501336002""","""大潭埤旺萊公園""","""關廟區""","""旺萊路466巷(公園)""","""22.95722""","""120.34072"""
"""501336003""","""關廟區公所""","""關廟區""","""中正路998號""","""22.96281""","""120.32772"""
"""501336004""","""關廟國小""","""關廟區""","""文衡路121號""","""22.96355""","""120.32617"""
"""501336005""","""正義武聖""","""關廟區""","""正義街37號""","""22.96173""","""120.32527"""
"""501337001""","""鹽水觀光美食城""","""鹽水區""","""康樂路56號""","""23.31955""","""120.26859"""
"""501337003""","""南門路停車場""","""鹽水區""","""南門路47號西側""","""23.31523""","""120.26743"""
"""501337004""","""鹽水區公所公三停車場""","""鹽水區""","""武廟路1號(南側停車場)""","""23.32010""","""120.26492"""
